,workspace_id,workspace_name,workspace_type,workspace_state,workspace_isOnDedicatedCapacity,report_id,report_name,reportCreatedDatetime,reportModifiedDatetime,reportUserCount,reportViewerCount,reportLatestAccess,app_report_id,app_report_name,appId,app_reportCreatedDatetime,app_reportModifiedDatetime,duplicate_match_flag,datasetId,datasetName,configuredBy,isRefreshable,createdDate,contentProviderType,refreshTimes,refreshDays,refreshEnabled,localTimeZoneId,latestRefreshDate,avgRefreshDuration
11,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,432AEC59-F158-4EDE-B500-2A3C89156EB0,Sales Invoice by Customer,2021-01-20T05:09:26.387Z,2022-07-13T10:59:20.277Z,,,,9A30DBF9-8A23-4C73-B9C3-7C8B6A7A9F88,[App] Sales Invoice by Customer,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2022-09-05T12:38:49.02Z,2023-12-08T11:11:43.983Z,1,7d26904e-49e2-4999-b71b-6a09beea453f,Sales Invoice by Customer,balu.r@gagroup.net,True,2021-01-20T05:09:25.647Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:21.730000+04:00,6.533333333333333
12,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,0182E0C6-2F2E-4FBD-8BD4-8E7816DB5601,Stock Ageing report,2021-01-20T05:10:34.233Z,2023-04-04T06:45:01.42Z,1.0,1.0,2024-01-03 18:29:35+00:00,7154B23F-D9E1-43D5-9289-563F07C057CC,[App] Stock Ageing report,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2022-09-05T12:38:49.02Z,2023-12-08T11:11:43.983Z,1,90d4ae7f-37c3-45fe-8246-4cd29dbb8dd5,Stock Ageing report,lakshmi.n@gagroup.net,True,2021-01-20T05:10:33.557Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:26.637000+04:00,9.666666666666666
13,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,1070303E-680D-440D-860D-5F6DEE0745BF,Vendor Ageing Balance Report,2021-01-20T05:12:30.607Z,2022-07-13T10:55:00.983Z,,,,9E8A21AE-F58A-40C6-9A6A-C474F7856724,[App] Vendor Ageing Balance Report,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2022-09-05T12:38:49.02Z,2023-12-08T11:11:43.983Z,1,8116d7d7-addd-4104-a655-39bdc754736f,Vendor Ageing Balance Report,balu.r@gagroup.net,True,2021-01-20T05:12:29.967Z,PbixInImportMode,10:00,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 10:00:38.567000+04:00,5.233333333333333
14,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,2A98D217-5190-4C46-BF33-9D4EF500D081,Items Ledger,2021-04-01T10:30:57.303Z,2021-04-11T11:26:52.61Z,,,,,Not Applicable,,,,1,f9867a7d-eb7b-4f20-ba3c-196fb98b1f88,Items Ledger,balu.r@gagroup.net,True,2021-04-01T10:30:56.737Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-01-30 12:16:54.540000+04:00,9.666666666666666
15,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,08F6FD92-CBF8-4665-ABBE-A178B2D516FB,BuyGro Sales,2021-04-08T15:04:40.857Z,2021-05-26T13:18:22.68Z,,,,,Not Applicable,,,,1,f9867a7d-eb7b-4f20-ba3c-196fb98b1f88,Items Ledger,balu.r@gagroup.net,True,2021-04-01T10:30:56.737Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-01-30 12:16:54.540000+04:00,9.666666666666666
16,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,65F55031-54C7-4CE2-9B38-1893F7FEBB65,BuyGro Analytics,2021-05-03T09:58:41.84Z,2021-07-11T08:36:08.52Z,,,,,Not Applicable,,,,1,774b2eaf-1464-4947-a93a-b608611fa8ec,BuyGro Analytics,balu.r@gagroup.net,True,2021-05-03T09:58:40.64Z,PbixInImportMode,09:00,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-06-16 13:52:33.643000+04:00,12.15
17,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,6E1C3A1B-B053-4ABA-81D7-48821D8968C6,Sales GP  Variance Report,2021-07-26T07:30:01.71Z,2021-07-26T13:08:30.667Z,,,,,Not Applicable,,,,1,7feaf539-0598-45ea-a221-acde73f3c1de,Sales GP  Variance Report,balu.r@gagroup.net,True,2021-07-26T07:30:00.7Z,PbixInImportMode,09:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-01-30 12:16:56.537000+04:00,9.45
18,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,5CAB84FA-3D55-4911-A14C-F48B9D772D4E,Sales Order Item Wise Report,2021-07-26T12:15:51.6Z,2022-12-06T06:06:53.877Z,,,,,Not Applicable,,,,1,75f8aa65-82df-4733-b421-324222fed52f,Sales Order Item Wise Report,balu.r@gagroup.net,True,2021-07-26T12:15:50.897Z,PbixInImportMode,09:00,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2023-06-19 09:01:27.747000+04:00,11.816666666666666
19,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,BFF48199-0676-4974-BE9E-E058084DEEE6,Sales Return Order-Olive Country,,2021-08-02T05:05:06.523Z,,,,,Not Applicable,,,,1,c2496aa2-5ef4-4d4b-81c4-b6bc17c24935,Sales Return Order-Olive Country,balu.r@gagroup.net,True,2021-03-09T09:18:03.317Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-01-30 12:16:59+04:00,7.083333333333333
20,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,615ECA80-AA87-44C1-A3D7-0163B40771E9,Customer ageing Balance Report,2021-08-09T07:28:38.097Z,2023-09-08T12:36:32.363Z,,,,,Not Applicable,,,,1,937ce562-5d53-497b-9648-a1e4ce30408e,Customer ageing Balance Report,balu.r@gagroup.net,True,2021-08-09T07:28:37.543Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-02 08:30:17.330000+04:00,6.666666666666667
21,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,FECB3D75-4B46-4677-8687-92E569B622AF,Stock Expiry Report,2021-11-14T06:34:24.107Z,2022-10-11T09:08:00.57Z,,,,EA851E1C-AFAC-498F-9E22-549000E169E6,[App] Stock Expiry Report,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2022-09-05T12:38:49.02Z,2023-12-08T11:11:43.983Z,1,9d9bbc6f-a7b4-44f9-b97d-1e577e3dfacb,Stock Expiry Report,lakshmi.n@gagroup.net,True,2021-11-14T06:34:23.237Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:17.263000+04:00,4.683333333333334
22,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,74C2BE16-C246-44DB-B891-E91CB13647AD,Olive Country Analytics,2021-11-15T11:29:20.81Z,2023-01-02T07:36:32.84Z,3.0,33.0,2023-12-20 05:01:42+00:00,A73D203A-682E-42E1-AF5E-07CB0A95345E,[App] Olive Country Analytics,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2022-09-05T12:38:49.02Z,2023-12-08T11:11:43.983Z,1,68f0c0a6-27ba-40e2-be8f-1bf9ee83983f,Olive Country Analytics,lakshmi.n@gagroup.net,True,2021-11-15T11:29:19.627Z,PbixInImportMode,"04:30,08:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:16.790000+04:00,4.2
23,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,C7A9CB86-D515-4729-B4B0-E804E87C18A1,Usage Metrics Report,2021-11-16T11:26:47.803Z,2022-10-19T05:37:01.163Z,,,,,Not Applicable,,,,1,ecb3b05f-6966-46f3-9644-7e7c5f0cb060,Usage Metrics Report,balu.r@gagroup.net,True,2021-11-16T11:26:46.923Z,PbixInImportMode,09:52,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,UTC,2023-02-02 13:52:01.477000+04:00,1.8833333333333333
24,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,04409EDE-3867-4E86-A1D2-31381CBBA877,Intergroup Sales,2023-02-28T07:29:34.12Z,2023-02-28T07:29:34.12Z,,,,ADC19E7A-E459-4E72-BE24-57FFC70D4044,[App] Intergroup Sales,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-02-28T07:31:44.08Z,2023-12-08T11:11:43.983Z,1,1c43da3a-4359-489b-82b8-d98da081ac15,Intergroup Sales,lakshmi.n@gagroup.net,True,2023-02-28T07:29:32.813Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2024-01-08 15:50:41.043000+04:00,0.35
25,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,CAF5E6FE-11D7-4B23-B971-E65258DAB04A,Budget - ERP Mapping,2023-04-19T04:48:27.437Z,2023-04-19T04:48:27.437Z,,,,FFBF8B68-6B96-4505-BA10-5606036180CA,[App] Budget - ERP Mapping,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-04-19T06:21:17.03Z,2023-12-08T11:11:43.983Z,1,ef984d61-1509-4fc9-a5f8-dad427337fd3,Budget - ERP Mapping,lakshmi.n@gagroup.net,True,2023-04-19T04:48:26.03Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:25.957000+04:00,10.6
26,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,3C56EEF6-BA46-4959-A0DA-7349914FBA79,Demand Forecasting,2023-04-19T06:35:19.333Z,2023-04-19T06:35:19.333Z,,,,2A0EB4D0-3785-4A22-BA3A-052192A6D0DB,[App] Demand Forecasting,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-04-19T06:38:11.433Z,2023-12-08T11:11:43.983Z,1,a08579a5-e917-41ea-87e5-46d5d714436a,Demand Forecasting,lakshmi.n@gagroup.net,True,2023-04-19T06:35:18.14Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:08.197000+04:00,4.783333333333333
27,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,B926382E-9CC2-4693-B433-7F78CE001BA5,Olive Country Analytics_New_V1.5,2023-04-24T09:56:53.55Z,2023-04-24T09:56:53.55Z,,,,,Not Applicable,,,,1,4a60fdb6-5a8f-4f0c-b331-b000d002415b,Olive Country Analytics_New_V1.5,lakshmi.n@gagroup.net,True,2023-04-24T09:56:52.163Z,PbixInImportMode,08:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,Arabian Standard Time,2023-05-16 08:33:02.720000+04:00,11.55
28,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,FA2E0393-74DA-431D-ADEE-A49247932A90,OC_Stock Expiry report_Rev_1.1,2023-05-12T08:36:19.317Z,2023-05-15T08:27:51.17Z,1.0,1.0,2024-01-03 18:30:17+00:00,1AB193F6-77EC-4E69-B878-394B8126CFB3,[App] OC_Stock Expiry report_Rev_1.1,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-05-12T09:33:54.667Z,2023-12-08T11:11:43.983Z,1,05c2c66a-7e93-4b50-b86f-37a83def7a8a,OC_Stock Expiry report_Rev_1.1,lakshmi.n@gagroup.net,True,2023-05-12T08:36:18.143Z,PbixInImportMode,"08:30,16:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:23.397000+04:00,15.983333333333333
29,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,04B04A75-FD08-48B6-9A38-14D5F0CEA0C3,OC_Stock Ageing report_Rev_1.1,2023-05-12T08:40:10.91Z,2023-05-15T09:56:51.87Z,1.0,25.0,2023-12-26 10:38:06+00:00,72232278-D819-4C0F-A69B-3E52372E34EC,[App] OC_Stock Ageing report_Rev_1.1,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-05-12T09:33:54.667Z,2023-12-08T11:11:43.983Z,1,1d0971a4-54be-4f20-8d6b-b293dbe443f6,OC_Stock Ageing report_Rev_1.1,lakshmi.n@gagroup.net,True,2023-05-12T08:40:10.19Z,PbixInImportMode,"08:30,16:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:07.940000+04:00,12.233333333333333
30,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,F4838EE5-B9EB-4EBB-9C35-0124213868C9,Olive Country Analytics_New_V1.6.1,2023-05-16T10:15:08.827Z,2023-06-02T04:39:40.227Z,1.0,77.0,2023-12-19 18:06:11+00:00,D2D687C3-DE6B-4FEA-B434-CE523EB1B794,[App] Olive Country Analytics_New_V1.6.1,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-05-31T11:59:32.247Z,2023-12-08T11:11:43.983Z,1,d816efdf-9797-49ae-903d-3bb07f1a231d,Olive Country Analytics_New_V1.6.1,lakshmi.n@gagroup.net,True,2023-05-16T10:15:07.387Z,PbixInImportMode,"08:30,16:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:12.810000+04:00,3.7333333333333334
31,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,B0EF19F6-4E0B-4561-8866-5CD51CE1AC79,Olive Country Analytics_New_V1.6.2,2023-05-31T11:22:06.8Z,2023-05-31T11:22:06.8Z,2.0,20.0,2024-01-08 08:54:04+00:00,,Not Applicable,,,,1,1cececbc-5151-47a0-b65c-5bdda6d593bf,Olive Country Analytics_New_V1.6.2,lakshmi.n@gagroup.net,True,2023-05-31T11:22:05.43Z,PbixInImportMode,"04:30,08:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:15.630000+04:00,9.283333333333333
32,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,47C70B6C-71E1-4961-B690-FA9697C4F701,Olive Country Analytics_sm_V1.1,2023-05-31T12:06:56.1Z,2023-05-31T19:47:24.697Z,,,,ED7A3DB0-37A6-48D1-9E73-D5286D6E5A90,[App] Olive Country Analytics_sm_V1.1,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-05-31T12:09:43.877Z,2023-12-08T11:11:43.983Z,1,83d033f7-86c8-4de8-86ae-f5a8b7c38d07,Olive Country Analytics_sm_V1.1,lakshmi.n@gagroup.net,True,2023-05-31T12:06:54.557Z,PbixInImportMode,"08:30,16:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:23.353000+04:00,9.616666666666667
33,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,9DE8CBB0-7D4F-479D-829D-E1105DF2E0F9,Report Usage Metrics Report,2023-09-13T12:02:29.267Z,2023-09-13T12:02:29.267Z,,,,,Not Applicable,,,,1,98e80d4a-0ad6-4334-b885-bc30d6bb2953,Report Usage Metrics Model,lakshmi.n@gagroup.net,False,2023-09-13T12:02:26.227Z,UsageMetricsUserReport,,,,,,
34,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,A50F9662-00F8-44B0-85A6-9BF51A6FF17D,OC_Balance  Ageing report_Rev_1.1,2023-09-13T12:11:24.247Z,2023-10-06T06:48:45.41Z,,,,EF7C14E0-75DA-490C-9C7B-7FE6D4748421,[App] OC_Balance  Ageing report_Rev_1.1,2a0e1d67-450c-4759-9222-b0b26ac22ea2,2023-09-13T12:45:50.503Z,2023-12-08T11:11:43.983Z,1,a16be2ea-3744-4525-a4d3-ad501135351c,OC_Balance  Ageing report_Rev_1.1,lakshmi.n@gagroup.net,True,2023-09-13T12:11:22.903Z,PbixInImportMode,"08:30,16:30","Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",True,Arabian Standard Time,2024-01-17 08:30:09.553000+04:00,3.183333333333333
35,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,56ADBBDC-36C0-4681-869B-EFA808B16C9D,Balance Ageing Usage Metrics,2023-10-25T06:06:31.513Z,2023-10-25T06:06:31.513Z,1.0,1.0,2024-01-08 08:53:06+00:00,,Not Applicable,,,,1,98e80d4a-0ad6-4334-b885-bc30d6bb2953,Report Usage Metrics Model,lakshmi.n@gagroup.net,False,2023-09-13T12:02:26.227Z,UsageMetricsUserReport,,,,,,
36,8dd061ff-43d1-4e7e-893d-4c8b9e4e5bb7,Olive Country Reports,Workspace,Active,False,6155A0B5-5465-4873-AE44-47DA43B35223,Inventory PLanning Report_OC_V2,2023-12-26T08:01:22.95Z,2023-12-26T08:01:22.95Z,,,,,Not Applicable,,,,1,42be7eff-20e6-4da0-a3fb-d9114ec412c7,Inventory PLanning Report_OC_V2,lakshmi.n@gagroup.net,True,2023-12-26T08:01:21.793Z,PbixInImportMode,09:30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,UTC,,
37,d0f6e941-e243-4e67-af18-e437e8e17581,Grandiose Report,Workspace,Active,True,E570DBF1-4D2D-4378-BFFB-DEA426D78E9E,Usage Metrics Report,2022-03-21T05:47:02.11Z,2022-03-21T05:47:02.11Z,,,,,Not Applicable,,,,1,7d9f57f0-99dc-447d-afae-482e3322364b,Usage Metrics Report,Sachin.bm@gagroup.net,True,2022-03-21T05:47:01.207Z,PbixInImportMode,07:53,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",False,UTC,2023-05-04 11:53:01.583000+04:00,0.6666666666666666
38,d0f6e941-e243-4e67-af18-e437e8e17581,Grandiose Report,Workspace,Active,True,6E1B29ED-044D-4949-8447-3920D27052AB,Report Usage Metrics Report,2023-04-14T06:29:22.28Z,2023-04-14T06:29:22.28Z,,,,,Not Applicable,,,,1,8a352d4e-7d7c-4bea-9e8a-6894e1d0aed1,Report Usage Metrics Model,Prajwal.G@gagroup.net,False,2023-04-14T06:29:19.903Z,UsageMetricsUserReport,,,,,,
